duration,rtt,proto,tag,rtag,pkt,oct,rpkt,roct,malicious
24.618,0.0,17,0,0,11,1342,0,0,True
30.333,29.555,17,0,0,15,1830,1,424,True
34.673,0.0,17,0,0,16,1952,0,0,True
32.902,0.0,17,0,0,11,1342,0,0,True
33.338,0.0,17,0,0,23,2806,0,0,True
36.388,0.0,17,0,0,21,2562,0,0,True
34.328,0.0,17,0,0,15,1830,0,0,True
35.42,0.0,17,0,0,16,1952,0,0,True
36.245,0.0,17,0,0,16,1952,0,0,True
34.983,0.0,17,0,0,17,2074,0,0,True
31.909,0.0,17,0,0,14,1708,0,0,True
35.038,0.0,17,0,0,18,2196,0,0,True
36.411,0.0,17,0,0,14,1708,0,0,True
36.064,0.0,17,0,0,24,2928,0,0,True
30.945,0.0,17,0,0,16,1952,0,0,True
36.642,0.0,17,0,0,22,2684,0,0,True
34.312,0.0,17,0,0,20,2440,0,0,True
32.664,0.0,17,0,0,10,1220,0,0,True
36.256,0.0,17,0,0,12,1464,0,0,True
36.149,0.0,17,0,0,10,1220,0,0,True
36.039,0.0,17,0,0,18,2196,0,0,True
27.007,0.0,17,0,0,11,1342,0,0,True
36.5,0.0,17,0,0,15,1830,0,0,True
36.158,0.0,17,0,0,17,2074,0,0,True
35.036,0.0,17,0,0,22,2684,0,0,True
36.524,0.0,17,0,0,13,1586,0,0,True
34.998,0.0,17,0,0,17,2074,0,0,True
34.59,0.0,17,0,0,17,2074,0,0,True
35.22,0.0,17,0,0,10,1220,0,0,True
36.416,0.0,17,0,0,13,1586,0,0,True
26.442,0.0,17,0,0,9,1098,0,0,True
36.005,0.0,17,0,0,17,2074,0,0,True
36.62,0.0,17,0,0,16,1952,0,0,True
35.819,0.0,17,0,0,26,3172,0,0,True
34.087,0.0,17,0,0,15,1830,0,0,True
35.982,0.0,17,0,0,21,2562,0,0,True
31.518,0.0,17,0,0,13,1586,0,0,True
35.833,0.0,17,0,0,11,1342,0,0,True
29.841,0.0,17,0,0,13,1586,0,0,True
35.568,0.0,17,0,0,10,1220,0,0,True
35.936,0.0,17,0,0,16,1952,0,0,True
35.845,0.0,17,0,0,15,1830,0,0,True
35.896,0.0,17,0,0,22,2684,0,0,True
36.21,0.0,17,0,0,18,2196,0,0,True
31.176,0.0,17,0,0,14,1708,0,0,True
34.636,0.0,17,0,0,17,2074,0,0,True
32.574,0.0,17,0,0,19,2318,0,0,True
29.474,0.0,17,0,0,12,1464,0,0,True
36.33,0.0,17,0,0,18,2196,0,0,True
29.983,0.0,17,0,0,14,1708,0,0,True
32.537,0.0,17,0,0,20,2440,0,0,True
33.31,0.0,17,0,0,10,1220,0,0,True
35.216,0.0,17,0,0,20,2440,0,0,True
31.922,0.0,17,0,0,15,1830,0,0,True
36.532,0.0,17,0,0,16,1952,0,0,True
35.816,0.0,17,0,0,16,1952,0,0,True
35.77,0.0,17,0,0,17,2074,0,0,True
36.064,0.0,17,0,0,20,2440,0,0,True
34.467,0.0,17,0,0,18,2196,0,0,True
36.352,0.0,17,0,0,16,1952,0,0,True
30.505,0.0,17,0,0,20,2440,0,0,True
34.705,0.0,17,0,0,12,1464,0,0,True
36.176,0.0,17,0,0,12,1464,0,0,True
34.51,0.0,17,0,0,14,1708,0,0,True
33.977,0.0,17,0,0,21,2562,0,0,True
35.54,0.0,17,0,0,13,1586,0,0,True
35.876,0.0,17,0,0,21,2562,0,0,True
27.774,0.0,17,0,0,15,1830,0,0,True
33.962,0.0,17,0,0,14,1708,0,0,True
28.846,0.0,17,0,0,16,1952,0,0,True
36.169,0.0,17,0,0,11,1342,0,0,True
32.162,0.0,17,0,0,12,1464,0,0,True
36.207,0.0,17,0,0,15,1830,0,0,True
36.254,0.0,17,0,0,15,1830,0,0,True
36.575,0.0,17,0,0,14,1708,0,0,True
35.992,0.0,17,0,0,16,1952,0,0,True
35.529,0.0,17,0,0,16,1952,0,0,True
28.096,0.0,17,0,0,15,1830,0,0,True
35.388,0.0,17,0,0,17,2074,0,0,True
36.591,0.0,17,0,0,13,1586,0,0,True
34.177,0.0,17,0,0,12,1464,0,0,True
34.967,0.0,17,0,0,16,1952,0,0,True
35.856,0.0,17,0,0,19,2318,0,0,True
35.093,0.0,17,0,0,12,1464,0,0,True
36.555,0.0,17,0,0,13,1586,0,0,True
30.731,0.0,17,0,0,12,1464,0,0,True
32.92,0.0,17,0,0,17,2074,0,0,True
36.081,0.0,17,0,0,11,1342,0,0,True
35.716,0.0,17,0,0,9,1098,0,0,True
34.89,0.0,17,0,0,16,1952,0,0,True
31.441,0.0,17,0,0,16,1952,0,0,True
36.2,0.0,17,0,0,9,1098,0,0,True
30.145,0.0,17,0,0,14,1708,0,0,True
35.431,0.0,17,0,0,15,1830,0,0,True
34.372,0.0,17,0,0,13,1586,0,0,True
32.672,0.0,17,0,0,15,1830,0,0,True
34.901,0.0,17,0,0,15,1830,0,0,True
30.845,0.0,17,0,0,13,1586,0,0,True
35.348,0.0,17,0,0,13,1586,0,0,True
35.679,0.0,17,0,0,18,2196,0,0,True
32.251,0.0,17,0,0,17,2074,0,0,True
33.723,0.0,17,0,0,19,2318,0,0,True
32.228,0.0,17,0,0,16,1952,0,0,True
34.478,0.0,17,0,0,16,1952,0,0,True
35.438,0.0,17,0,0,11,1342,0,0,True
32.773,0.0,17,0,0,19,2318,0,0,True
34.759,0.0,17,0,0,16,1952,0,0,True
35.003,0.0,17,0,0,16,1952,0,0,True
35.916,0.0,17,0,0,11,1342,0,0,True
23.926,0.0,17,0,0,10,1220,0,0,True
33.722,0.0,17,0,0,11,1342,0,0,True
31.071,0.0,17,0,0,14,1708,0,0,True
35.258,0.0,17,0,0,15,1830,0,0,True
36.579,0.0,17,0,0,12,1464,0,0,True
36.154,0.0,17,0,0,13,1586,0,0,True
34.915,0.0,17,0,0,18,2196,0,0,True
34.853,0.0,17,0,0,21,2562,0,0,True
32.238,0.0,17,0,0,11,1342,0,0,True
35.671,0.0,17,0,0,17,2074,0,0,True
33.253,0.0,17,0,0,10,1220,0,0,True
36.372,0.0,17,0,0,21,2562,0,0,True
36.028,0.0,17,0,0,12,1464,0,0,True
35.373,0.0,17,0,0,14,1708,0,0,True
35.989,0.0,17,0,0,21,2562,0,0,True
31.511,0.0,17,0,0,8,976,0,0,True
36.329,0.0,17,0,0,16,1952,0,0,True
32.75,0.0,17,0,0,14,1708,0,0,True
34.431,0.0,17,0,0,15,1830,0,0,True
34.986,0.0,17,0,0,17,2074,0,0,True
31.454,0.0,17,0,0,12,1464,0,0,True
33.475,0.0,17,0,0,19,2318,0,0,True
33.872,0.0,17,0,0,20,2440,0,0,True
36.289,0.0,17,0,0,15,1830,0,0,True
31.383,9.192,17,0,0,17,2074,1,424,True
29.003,0.0,17,0,0,19,2318,0,0,True
35.349,0.0,17,0,0,12,1464,0,0,True
34.506,0.0,17,0,0,10,1220,0,0,True
33.383,0.0,17,0,0,16,1952,0,0,True
35.876,0.0,17,0,0,15,1830,0,0,True
35.939,0.0,17,0,0,7,854,0,0,True
30.823,0.0,17,0,0,16,1952,0,0,True
36.312,0.0,17,0,0,13,1586,0,0,True
34.161,0.0,17,0,0,14,1708,0,0,True
23.393,0.0,17,0,0,11,1342,0,0,True
34.396,0.0,17,0,0,22,2684,0,0,True
32.251,0.0,17,0,0,11,1342,0,0,True
33.751,0.0,17,0,0,10,1220,0,0,True
34.879,0.0,17,0,0,11,1342,0,0,True
22.55,0.0,17,0,0,5,610,0,0,True
31.055,0.0,17,0,0,16,1952,0,0,True
36.414,0.0,17,0,0,18,2196,0,0,True
30.76,0.0,17,0,0,15,1830,0,0,True
36.528,0.0,17,0,0,23,2806,0,0,True
34.72,0.0,17,0,0,14,1708,0,0,True
36.093,0.0,17,0,0,14,1708,0,0,True
33.851,2.013,17,0,0,11,1342,1,476,True
36.609,0.0,17,0,0,17,2074,0,0,True
35.487,0.0,17,0,0,17,2074,0,0,True
32.784,0.0,17,0,0,22,2684,0,0,True
35.36,0.0,17,0,0,19,2318,0,0,True
27.929,0.0,17,0,0,11,1342,0,0,True
22.247,0.0,17,0,0,10,1220,0,0,True
35.887,0.0,17,0,0,14,1708,0,0,True
35.834,0.0,17,0,0,23,2806,0,0,True
30.833,0.0,17,0,0,19,2318,0,0,True
31.105,0.0,17,0,0,18,2196,0,0,True
35.104,0.0,17,0,0,21,2562,0,0,True
33.056,0.0,17,0,0,13,1586,0,0,True
35.565,0.0,17,0,0,19,2318,0,0,True
30.187,0.0,17,0,0,20,2440,0,0,True
31.542,0.0,17,0,0,15,1830,0,0,True
30.299,0.0,17,0,0,8,976,0,0,True
35.613,0.0,17,0,0,18,2196,0,0,True
36.361,0.0,17,0,0,8,976,0,0,True
25.286,0.0,17,0,0,9,1098,0,0,True
36.492,0.0,17,0,0,13,1586,0,0,True
36.415,0.0,17,0,0,11,1342,0,0,True
36.066,0.0,17,0,0,13,1586,0,0,True
33.878,0.0,17,0,0,15,1830,0,0,True
34.767,0.0,17,0,0,16,1952,0,0,True
35.483,0.0,17,0,0,20,2440,0,0,True
36.55,0.0,17,0,0,12,1464,0,0,True
36.157,0.0,17,0,0,24,2928,0,0,True
36.421,0.0,17,0,0,13,1586,0,0,True
36.319,0.0,17,0,0,13,1586,0,0,True
31.824,0.0,17,0,0,14,1708,0,0,True
30.296,0.0,17,0,0,14,1708,0,0,True
36.133,0.0,17,0,0,15,1830,0,0,True
35.83,0.0,17,0,0,17,2074,0,0,True
32.014,0.0,17,0,0,17,2074,0,0,True
36.566,0.0,17,0,0,25,3050,0,0,True
32.661,0.0,17,0,0,9,1098,0,0,True
36.547,0.0,17,0,0,14,1708,0,0,True
35.446,0.0,17,0,0,21,2562,0,0,True
36.575,0.0,17,0,0,15,1830,0,0,True
36.568,0.0,17,0,0,21,2562,0,0,True
36.584,0.0,17,0,0,19,2318,0,0,True
31.547,0.0,17,0,0,12,1464,0,0,True
33.959,0.0,17,0,0,12,1464,0,0,True
35.85,0.0,17,0,0,11,1342,0,0,True
32.141,0.0,17,0,0,11,1342,0,0,True
33.69,0.0,17,0,0,16,1952,0,0,True
35.174,0.0,17,0,0,18,2196,0,0,True
34.693,0.0,17,0,0,19,2318,0,0,True
21.562,0.0,17,0,0,7,854,0,0,True
36.002,0.0,17,0,0,15,1830,0,0,True
36.042,0.0,17,0,0,19,2318,0,0,True
36.617,0.0,17,0,0,11,1342,0,0,True
30.298,0.0,17,0,0,7,854,0,0,True
34.375,0.0,17,0,0,16,1952,0,0,True
35.765,0.0,17,0,0,13,1586,0,0,True
30.587,0.0,17,0,0,17,2074,0,0,True
35.092,0.0,17,0,0,19,2318,0,0,True
36.09,0.0,17,0,0,22,2684,0,0,True
35.86,0.0,17,0,0,19,2318,0,0,True
32.767,0.0,17,0,0,21,2562,0,0,True
30.601,0.0,17,0,0,9,1098,0,0,True
36.497,0.0,17,0,0,12,1464,0,0,True
32.198,0.0,17,0,0,18,2196,0,0,True
27.071,0.0,17,0,0,9,1098,0,0,True
35.029,0.0,17,0,0,15,1830,0,0,True
36.149,0.0,17,0,0,17,2074,0,0,True
29.088,0.0,17,0,0,10,1220,0,0,True
28.104,0.0,17,0,0,13,1586,0,0,True
35.981,0.0,17,0,0,22,2684,0,0,True
24.743,0.0,17,0,0,8,976,0,0,True
36.63,0.0,17,0,0,18,2196,0,0,True
36.044,0.0,17,0,0,13,1586,0,0,True
36.362,0.0,17,0,0,17,2074,0,0,True
34.517,0.0,17,0,0,13,1586,0,0,True
34.835,0.0,17,0,0,11,1342,0,0,True
34.967,0.0,17,0,0,14,1708,0,0,True
35.873,0.0,17,0,0,22,2684,0,0,True
36.577,0.0,17,0,0,9,1098,0,0,True
36.188,0.0,17,0,0,23,2806,0,0,True
35.056,0.0,17,0,0,13,1586,0,0,True
35.608,0.0,17,0,0,17,2074,0,0,True
27.189,0.0,17,0,0,13,1586,0,0,True
32.936,0.0,17,0,0,12,1464,0,0,True
36.463,0.0,17,0,0,13,1586,0,0,True
34.425,0.0,17,0,0,13,1586,0,0,True
31.649,0.0,17,0,0,18,2196,0,0,True
36.109,0.0,17,0,0,9,1098,0,0,True
34.063,0.0,17,0,0,17,2074,0,0,True
31.14,0.0,17,0,0,14,1708,0,0,True
29.798,0.0,17,0,0,11,1342,0,0,True
36.392,0.0,17,0,0,13,1586,0,0,True
35.94,0.0,17,0,0,14,1708,0,0,True
36.294,0.0,17,0,0,16,1952,0,0,True
34.807,0.0,17,0,0,17,2074,0,0,True
36.181,0.0,17,0,0,13,1586,0,0,True
36.23,0.0,17,0,0,15,1830,0,0,True
31.911,0.0,17,0,0,9,1098,0,0,True
26.856,0.0,17,0,0,8,976,0,0,True
35.958,0.0,17,0,0,10,1220,0,0,True
34.239,0.0,17,0,0,20,2440,0,0,True
31.68,0.0,17,0,0,14,1708,0,0,True
34.854,0.0,17,0,0,18,2196,0,0,True
32.983,0.0,17,0,0,16,1952,0,0,True
34.95,0.0,17,0,0,18,2196,0,0,True
35.689,0.0,17,0,0,12,1464,0,0,True
36.641,0.0,17,0,0,17,2074,0,0,True
28.769,0.0,17,0,0,12,1464,0,0,True
36.272,0.0,17,0,0,25,3050,0,0,True
34.11,0.0,17,0,0,16,1952,0,0,True
34.692,24.493,17,0,0,14,1708,1,488,True
36.563,0.0,17,0,0,16,1952,0,0,True
36.239,0.0,17,0,0,22,2684,0,0,True
36.71,0.0,17,0,0,11,1342,0,0,True
35.847,0.0,17,0,0,12,1464,0,0,True
36.486,0.0,17,0,0,19,2318,0,0,True
30.01,0.0,17,0,0,14,1708,0,0,True
35.863,0.0,17,0,0,11,1342,0,0,True
36.219,0.0,17,0,0,14,1708,0,0,True
34.702,0.0,17,0,0,17,2074,0,0,True
35.035,0.0,17,0,0,12,1464,0,0,True
30.545,0.0,17,0,0,12,1464,0,0,True
32.77,0.0,17,0,0,13,1586,0,0,True
35.806,0.0,17,0,0,15,1830,0,0,True
35.664,0.0,17,0,0,16,1952,0,0,True
36.56,0.0,17,0,0,18,2196,0,0,True
35.762,0.0,17,0,0,13,1586,0,0,True
32.513,0.0,17,0,0,10,1220,0,0,True
36.181,0.0,17,0,0,19,2318,0,0,True
33.71,0.0,17,0,0,14,1708,0,0,True
35.6,0.0,17,0,0,17,2074,0,0,True
36.168,0.0,17,0,0,15,1830,0,0,True
32.993,0.0,17,0,0,18,2196,0,0,True
32.243,0.0,17,0,0,9,1098,0,0,True
35.678,0.0,17,0,0,16,1952,0,0,True
31.379,0.0,17,0,0,13,1586,0,0,True
29.919,0.0,17,0,0,11,1342,0,0,True
32.121,0.0,17,0,0,15,1830,0,0,True
34.991,0.0,17,0,0,18,2196,0,0,True
34.99,0.0,17,0,0,14,1708,0,0,True
33.421,0.0,17,0,0,15,1830,0,0,True
30.204,0.0,17,0,0,17,2074,0,0,True
36.362,0.0,17,0,0,12,1464,0,0,True
36.448,0.0,17,0,0,15,1830,0,0,True
36.196,0.0,17,0,0,16,1952,0,0,True
36.291,0.0,17,0,0,14,1708,0,0,True
30.489,0.0,17,0,0,9,1098,0,0,True
35.864,0.0,17,0,0,16,1952,0,0,True
35.708,0.0,17,0,0,10,1220,0,0,True
34.979,0.0,17,0,0,14,1708,0,0,True
36.375,0.0,17,0,0,19,2318,0,0,True
36.03,0.0,17,0,0,11,1342,0,0,True
35.672,0.0,17,0,0,17,2074,0,0,True
33.247,0.0,17,0,0,23,2806,0,0,True
35.454,0.0,17,0,0,17,2074,0,0,True
36.339,0.0,17,0,0,17,2074,0,0,True
36.623,0.0,17,0,0,9,1098,0,0,True
35.316,0.0,17,0,0,16,1952,0,0,True
33.495,0.0,17,0,0,15,1830,0,0,True
35.815,0.0,17,0,0,25,3050,0,0,True
33.939,0.0,17,0,0,12,1464,0,0,True
36.631,0.0,17,0,0,19,2318,0,0,True
35.352,0.0,17,0,0,19,2318,0,0,True
35.427,0.0,17,0,0,11,1342,0,0,True
36.491,0.0,17,0,0,15,1830,0,0,True
34.866,0.0,17,0,0,15,1830,0,0,True
35.63,0.0,17,0,0,14,1708,0,0,True
36.509,0.0,17,0,0,19,2318,0,0,True
36.604,0.0,17,0,0,16,1952,0,0,True
31.997,0.0,17,0,0,13,1586,0,0,True
35.851,0.0,17,0,0,21,2562,0,0,True
32.733,0.0,17,0,0,15,1830,0,0,True
30.324,0.0,17,0,0,13,1586,0,0,True
30.163,0.0,17,0,0,15,1830,0,0,True
31.203,0.0,17,0,0,18,2196,0,0,True
31.971,0.0,17,0,0,17,2074,0,0,True
36.173,0.0,17,0,0,19,2318,0,0,True
36.55,0.0,17,0,0,11,1342,0,0,True
34.031,0.0,17,0,0,20,2440,0,0,True
35.11,0.0,17,0,0,24,2928,0,0,True
26.756,0.0,17,0,0,9,1098,0,0,True
33.473,0.0,17,0,0,13,1586,0,0,True
35.406,0.0,17,0,0,27,3294,0,0,True
33.253,0.0,17,0,0,14,1708,0,0,True
22.536,0.0,17,0,0,16,1952,0,0,True
36.67,0.0,17,0,0,18,2196,0,0,True
32.306,0.0,17,0,0,14,1708,0,0,True
32.635,0.0,17,0,0,18,2196,0,0,True
36.367,0.0,17,0,0,17,2074,0,0,True
35.312,3.418,17,0,0,15,1830,1,490,True
33.136,0.0,17,0,0,13,1586,0,0,True
31.597,0.0,17,0,0,18,2196,0,0,True
24.739,0.0,17,0,0,18,2196,0,0,True
36.274,0.0,17,0,0,12,1464,0,0,True
33.273,0.0,17,0,0,13,1586,0,0,True
34.632,0.0,17,0,0,16,1952,0,0,True
34.573,0.0,17,0,0,17,2074,0,0,True
26.941,0.0,17,0,0,7,854,0,0,True
34.804,0.0,17,0,0,17,2074,0,0,True
30.383,0.0,17,0,0,20,2440,0,0,True
30.806,0.0,17,0,0,7,854,0,0,True
35.502,0.0,17,0,0,13,1586,0,0,True
32.574,0.0,17,0,0,17,2074,0,0,True
31.799,0.0,17,0,0,14,1708,0,0,True
36.481,0.0,17,0,0,14,1708,0,0,True
34.631,0.0,17,0,0,16,1952,0,0,True
35.629,0.0,17,0,0,9,1098,0,0,True
33.051,0.0,17,0,0,11,1342,0,0,True
33.954,0.0,17,0,0,13,1586,0,0,True
28.115,0.0,17,0,0,16,1952,0,0,True
35.842,0.0,17,0,0,14,1708,0,0,True
36.31,0.0,17,0,0,22,2684,0,0,True
28.519,0.0,17,0,0,11,1342,0,0,True
30.965,2.956,17,0,0,16,1952,1,424,True
35.727,0.0,17,0,0,19,2318,0,0,True
36.151,0.0,17,0,0,14,1708,0,0,True
36.361,0.0,17,0,0,18,2196,0,0,True
34.973,0.0,17,0,0,13,1586,0,0,True
31.043,0.0,17,0,0,19,2318,0,0,True
33.09,0.0,17,0,0,16,1952,0,0,True
33.153,0.0,17,0,0,14,1708,0,0,True
36.28,0.0,17,0,0,19,2318,0,0,True
35.597,0.0,17,0,0,15,1830,0,0,True
34.953,0.0,17,0,0,16,1952,0,0,True
36.48,0.0,17,0,0,15,1830,0,0,True
34.294,0.0,17,0,0,22,2684,0,0,True
35.786,0.0,17,0,0,19,2318,0,0,True
36.596,0.0,17,0,0,20,2440,0,0,True
28.248,0.0,17,0,0,10,1220,0,0,True
35.451,0.0,17,0,0,20,2440,0,0,True
36.239,0.0,17,0,0,16,1952,0,0,True
32.195,0.0,17,0,0,17,2074,0,0,True
35.898,0.0,17,0,0,11,1342,0,0,True
36.649,0.0,17,0,0,12,1464,0,0,True
35.571,0.0,17,0,0,23,2806,0,0,True
30.953,0.0,17,0,0,19,2318,0,0,True
34.845,0.0,17,0,0,19,2318,0,0,True
35.918,0.0,17,0,0,16,1952,0,0,True
32.831,0.0,17,0,0,11,1342,0,0,True
35.699,0.0,17,0,0,12,1464,0,0,True
36.55,0.0,17,0,0,16,1952,0,0,True
32.148,0.0,17,0,0,19,2318,0,0,True
35.597,0.0,17,0,0,15,1830,0,0,True
35.149,0.0,17,0,0,15,1830,0,0,True
34.034,0.0,17,0,0,19,2318,0,0,True
36.457,0.0,17,0,0,23,2806,0,0,True
36.188,0.0,17,0,0,12,1464,0,0,True
34.786,0.0,17,0,0,21,2562,0,0,True
36.059,0.0,17,0,0,12,1464,0,0,True
35.523,0.0,17,0,0,8,976,0,0,True
35.958,0.0,17,0,0,9,1098,0,0,True
36.059,0.0,17,0,0,9,1098,0,0,True
32.156,0.0,17,0,0,15,1830,0,0,True
29.076,0.0,17,0,0,15,1830,0,0,True
32.966,0.0,17,0,0,15,1830,0,0,True
36.511,0.0,17,0,0,12,1464,0,0,True
36.435,0.0,17,0,0,18,2196,0,0,True
35.286,0.0,17,0,0,21,2562,0,0,True
34.695,0.0,17,0,0,13,1586,0,0,True
35.869,0.0,17,0,0,19,2318,0,0,True
36.487,0.0,17,0,0,13,1586,0,0,True
34.378,0.0,17,0,0,10,1220,0,0,True
34.27,0.0,17,0,0,18,2196,0,0,True
36.088,0.0,17,0,0,20,2440,0,0,True
31.194,0.0,17,0,0,9,1098,0,0,True
36.611,0.0,17,0,0,13,1586,0,0,True
31.256,0.0,17,0,0,12,1464,0,0,True
28.012,0.0,17,0,0,13,1586,0,0,True
34.3,0.0,17,0,0,15,1830,0,0,True
33.04,0.0,17,0,0,13,1586,0,0,True
34.934,0.0,17,0,0,17,2074,0,0,True
34.874,0.0,17,0,0,12,1464,0,0,True
25.747,0.0,17,0,0,8,976,0,0,True
33.17,0.0,17,0,0,12,1464,0,0,True
17.752,0.0,17,0,0,8,976,0,0,True
34.718,0.0,17,0,0,14,1708,0,0,True
36.189,0.0,17,0,0,21,2562,0,0,True
35.157,0.0,17,0,0,19,2318,0,0,True
34.498,0.0,17,0,0,19,2318,0,0,True
32.409,0.0,17,0,0,15,1830,0,0,True
33.781,0.0,17,0,0,14,1708,0,0,True
32.585,0.0,17,0,0,15,1830,0,0,True
34.297,0.0,17,0,0,8,976,0,0,True
28.82,0.0,17,0,0,11,1342,0,0,True
33.944,0.0,17,0,0,19,2318,0,0,True
36.073,0.0,17,0,0,18,2196,0,0,True
33.882,0.0,17,0,0,18,2196,0,0,True
34.313,0.0,17,0,0,11,1342,0,0,True
36.242,0.0,17,0,0,19,2318,0,0,True
35.821,0.0,17,0,0,12,1464,0,0,True
35.386,0.0,17,0,0,19,2318,0,0,True
35.896,0.0,17,0,0,14,1708,0,0,True
36.674,0.0,17,0,0,8,976,0,0,True
33.278,0.0,17,0,0,19,2318,0,0,True
34.808,0.0,17,0,0,17,2074,0,0,True
32.596,0.0,17,0,0,5,610,0,0,True
27.393,0.0,17,0,0,8,976,0,0,True
30.6,0.0,17,0,0,21,2562,0,0,True
35.973,0.0,17,0,0,20,2440,0,0,True
16.341,0.0,17,0,0,7,854,0,0,True
34.792,0.0,17,0,0,16,1952,0,0,True
33.95,0.0,17,0,0,20,2440,0,0,True
33.149,0.0,17,0,0,17,2074,0,0,True
36.634,0.0,17,0,0,15,1830,0,0,True
29.564,0.0,17,0,0,21,2562,0,0,True
29.89,0.0,17,0,0,13,1586,0,0,True
36.092,0.0,17,0,0,29,3538,0,0,True
34.155,0.0,17,0,0,18,2196,0,0,True
34.875,0.0,17,0,0,16,1952,0,0,True
34.783,0.0,17,0,0,19,2318,0,0,True
36.437,0.0,17,0,0,14,1708,0,0,True
35.719,0.0,17,0,0,12,1464,0,0,True
35.716,0.0,17,0,0,16,1952,0,0,True
36.417,0.0,17,0,0,11,1342,0,0,True
30.999,0.0,17,0,0,21,2562,0,0,True
35.479,0.0,17,0,0,17,2074,0,0,True
36.659,0.0,17,0,0,13,1586,0,0,True
32.04,0.0,17,0,0,15,1830,0,0,True
30.589,0.0,17,0,0,11,1342,0,0,True
35.08,0.0,17,0,0,16,1952,0,0,True
29.238,0.0,17,0,0,16,1952,0,0,True
35.608,0.0,17,0,0,11,1342,0,0,True
35.877,0.0,17,0,0,20,2440,0,0,True
33.612,0.0,17,0,0,9,1098,0,0,True
34.64,0.0,17,0,0,13,1586,0,0,True
35.019,0.0,17,0,0,21,2562,0,0,True
35.592,0.0,17,0,0,20,2440,0,0,True
35.963,0.0,17,0,0,15,1830,0,0,True
36.646,0.0,17,0,0,15,1830,0,0,True
35.97,0.0,17,0,0,19,2318,0,0,True
36.683,0.0,17,0,0,19,2318,0,0,True
36.205,0.0,17,0,0,11,1342,0,0,True
35.773,0.0,17,0,0,10,1220,0,0,True
28.075,0.0,17,0,0,8,976,0,0,True
35.782,0.0,17,0,0,10,1220,0,0,True
29.729,0.0,17,0,0,14,1708,0,0,True
34.694,0.0,17,0,0,14,1708,0,0,True
34.739,0.0,17,0,0,12,1464,0,0,True
36.411,0.0,17,0,0,15,1830,0,0,True
35.25,0.0,17,0,0,14,1708,0,0,True
36.403,0.0,17,0,0,18,2196,0,0,True
28.91,0.0,17,0,0,18,2196,0,0,True
34.299,0.0,17,0,0,20,2440,0,0,True
35.098,0.0,17,0,0,22,2684,0,0,True
36.388,0.0,17,0,0,19,2318,0,0,True
34.441,0.0,17,0,0,18,2196,0,0,True
35.169,0.0,17,0,0,20,2440,0,0,True
36.662,0.0,17,0,0,16,1952,0,0,True
33.916,0.0,17,0,0,13,1586,0,0,True
33.896,0.0,17,0,0,15,1830,0,0,True
35.732,0.0,17,0,0,18,2196,0,0,True
36.032,0.0,17,0,0,14,1708,0,0,True
35.245,0.0,17,0,0,16,1952,0,0,True
36.236,0.0,17,0,0,17,2074,0,0,True
28.91,0.0,17,0,0,17,2074,0,0,True
36.311,0.0,17,0,0,17,2074,0,0,True
35.729,0.0,17,0,0,15,1830,0,0,True
35.799,0.0,17,0,0,13,1586,0,0,True
36.263,0.0,17,0,0,10,1220,0,0,True
34.118,0.0,17,0,0,19,2318,0,0,True
36.348,0.0,17,0,0,13,1586,0,0,True
34.347,0.0,17,0,0,13,1586,0,0,True
35.433,0.0,17,0,0,14,1708,0,0,True
24.593,0.0,17,0,0,12,1464,0,0,True
35.129,0.0,17,0,0,17,2074,0,0,True
35.335,0.0,17,0,0,13,1586,0,0,True
36.331,0.0,17,0,0,14,1708,0,0,True
36.392,0.0,17,0,0,11,1342,0,0,True
34.799,0.0,17,0,0,9,1098,0,0,True
29.59,0.0,17,0,0,10,1220,0,0,True
33.395,0.0,17,0,0,16,1952,0,0,True
34.562,0.0,17,0,0,17,2074,0,0,True
33.259,0.0,17,0,0,11,1342,0,0,True
25.972,0.0,17,0,0,10,1220,0,0,True
31.006,0.0,17,0,0,11,1342,0,0,True
36.466,0.0,17,0,0,15,1830,0,0,True
35.525,0.0,17,0,0,26,3172,0,0,True
34.419,0.0,17,0,0,9,1098,0,0,True
33.499,0.0,17,0,0,11,1342,0,0,True
34.986,0.0,17,0,0,17,2074,0,0,True
31.985,6.68,17,0,0,15,1830,1,476,True
22.925,0.0,17,0,0,9,1098,0,0,True
35.794,0.0,17,0,0,19,2318,0,0,True
35.767,0.0,17,0,0,14,1708,0,0,True
30.34,0.0,17,0,0,15,1830,0,0,True
35.547,0.0,17,0,0,24,2928,0,0,True
34.747,0.0,17,0,0,14,1708,0,0,True
29.237,0.0,17,0,0,15,1830,0,0,True
36.495,0.0,17,0,0,15,1830,0,0,True
35.161,0.0,17,0,0,17,2074,0,0,True
36.593,0.0,17,0,0,16,1952,0,0,True
32.952,0.0,17,0,0,17,2074,0,0,True
36.663,0.0,17,0,0,17,2074,0,0,True
34.61,0.0,17,0,0,20,2440,0,0,True
35.847,0.0,17,0,0,16,1952,0,0,True
33.294,0.0,17,0,0,15,1830,0,0,True
36.688,0.0,17,0,0,17,2074,0,0,True
28.233,0.0,17,0,0,17,2074,0,0,True
34.921,0.0,17,0,0,12,1464,0,0,True
36.535,0.0,17,0,0,14,1708,0,0,True
36.172,0.0,17,0,0,13,1586,0,0,True
34.354,0.0,17,0,0,18,2196,0,0,True
36.655,0.0,17,0,0,18,2196,0,0,True
29.099,0.0,17,0,0,11,1342,0,0,True
